Initializing Cache...LruTailAge Rebalancing init. LTAS.h-default config
LTAS::LTAS(Config config)
hit ratio:0.741326,time:781725
hit ratio:0.741378,time:782539
hit ratio:0.741425,time:783325
hit ratio:0.741468,time:784116
hit ratio:0.741515,time:784915
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.741567,time:785702
hit ratio:0.741618,time:786483
hit ratio:0.741666,time:787228
hit ratio:0.741719,time:787993
hit ratio:0.741773,time:788756
hit ratio:0.741831,time:789536
hit ratio:0.741886,time:790277
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.741944,time:791024
hit ratio:0.741993,time:791745
hit ratio:0.742036,time:792406
hit ratio:0.742039,time:793025
hit ratio:0.74209,time:793768
hit ratio:0.742151,time:794514
hit ratio:0.742213,time:795275
hit ratio:0.742275,time:796031
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.742337,time:796779
hit ratio:0.742404,time:797521
hit ratio:0.742465,time:798257
hit ratio:0.742532,time:798955
hit ratio:0.742604,time:799654
hit ratio:0.742671,time:800354
hit ratio:0.742739,time:801045
hit ratio:0.742807,time:801739
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.742883,time:802415
hit ratio:0.742957,time:803092
hit ratio:0.743032,time:803740
hit ratio:0.743108,time:804369
hit ratio:0.743181,time:804995
hit ratio:0.743253,time:805592
hit ratio:0.743329,time:806200
hit ratio:0.743408,time:806794
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.743483,time:807383
hit ratio:0.743558,time:807975
hit ratio:0.743633,time:808546
hit ratio:0.743711,time:809116
hit ratio:0.743793,time:809671
hit ratio:0.743879,time:810228
hit ratio:0.743962,time:810778
hit ratio:0.744039,time:811332
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.744115,time:811879
hit ratio:0.744188,time:812428
hit ratio:0.744258,time:812977
hit ratio:0.744328,time:813523
hit ratio:0.744401,time:814078
hit ratio:0.744469,time:814643
hit ratio:0.744536,time:815209
hit ratio:0.744608,time:815771
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.74468,time:816322
hit ratio:0.744754,time:816883
hit ratio:0.744827,time:817438
hit ratio:0.744895,time:818002
hit ratio:0.744959,time:818556
hit ratio:0.745021,time:819138
hit ratio:0.745085,time:819719
hit ratio:0.74515,time:820304
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745214,time:820895
hit ratio:0.745274,time:821516
hit ratio:0.745332,time:822144
hit ratio:0.745393,time:822782
hit ratio:0.745447,time:823449
hit ratio:0.745495,time:824145
hit ratio:0.745541,time:824852
hit ratio:0.745585,time:825625
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745624,time:826422
hit ratio:0.745657,time:827259
hit ratio:0.74569,time:828132
hit ratio:0.745716,time:829056
hit ratio:0.745744,time:830062
hit ratio:0.745763,time:831111
hit ratio:0.745775,time:832234
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745783,time:833527
hit ratio:0.745745,time:834828
hit ratio:0.745705,time:836194
hit ratio:0.745694,time:837947
hit ratio:0.745672,time:839796
hit ratio:0.745649,time:841540
hit ratio:0.745619,time:843355
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745597,time:845124
hit ratio:0.745594,time:846777
hit ratio:0.745605,time:848249
hit ratio:0.74563,time:849631
hit ratio:0.74566,time:850888
hit ratio:0.745698,time:852055
hit ratio:0.745733,time:853118
hit ratio:0.745775,time:854082
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745825,time:854999
hit ratio:0.745884,time:855872
hit ratio:0.745944,time:856686
hit ratio:0.746013,time:857468
hit ratio:0.74608,time:858217
hit ratio:0.746146,time:858948
hit ratio:0.746212,time:859687
hit ratio:0.746273,time:860431
hit ratio:0.746336,time:861151
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.746397,time:861862
hit ratio:0.746468,time:862546
hit ratio:0.746536,time:863210
hit ratio:0.746602,time:863863
hit ratio:0.746672,time:864500
hit ratio:0.74674,time:865115
hit ratio:0.746813,time:865732
hit ratio:0.746883,time:866332
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.746952,time:866921
hit ratio:0.74702,time:867528
hit ratio:0.747085,time:868126
hit ratio:0.747153,time:868707
hit ratio:0.747216,time:869280
hit ratio:0.747286,time:869857
hit ratio:0.74736,time:870417
hit ratio:0.747431,time:870979
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.747498,time:871589
hit ratio:0.747572,time:872163
hit ratio:0.747642,time:872763
hit ratio:0.747718,time:873345
hit ratio:0.747789,time:873903
hit ratio:0.747862,time:874481
hit ratio:0.747935,time:875025
hit ratio:0.748017,time:875564
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.748085,time:876145
hit ratio:0.748156,time:876689
hit ratio:0.748227,time:877248
hit ratio:0.7483,time:877796
hit ratio:0.748374,time:878339
hit ratio:0.748453,time:878871
hit ratio:0.748534,time:879349
hit ratio:0.748621,time:879805
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.748712,time:880254
hit ratio:0.748802,time:880698
hit ratio:0.748896,time:881139
hit ratio:0.748989,time:881590
hit ratio:0.749085,time:882034
hit ratio:0.749179,time:882477
hit ratio:0.749273,time:882930
hit ratio:0.749362,time:883383
hit ratio:0.749455,time:883820
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.749551,time:884252
hit ratio:0.749646,time:884682
hit ratio:0.749736,time:885156
hit ratio:0.749826,time:885641
hit ratio:0.74991,time:886135
hit ratio:0.749989,time:886650
hit ratio:0.750074,time:887142
hit ratio:0.75016,time:887642
hit ratio:0.750242,time:888154
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.750325,time:888665
hit ratio:0.750409,time:889177
hit ratio:0.750489,time:889720
hit ratio:0.750564,time:890273
hit ratio:0.75064,time:890806
hit ratio:0.750717,time:891323
hit ratio:0.7508,time:891811
hit ratio:0.750876,time:892317
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.750955,time:892814
hit ratio:0.751036,time:893293
hit ratio:0.751116,time:893787
hit ratio:0.751193,time:894270
hit ratio:0.751268,time:894765
hit ratio:0.751343,time:895261
hit ratio:0.751428,time:895728
hit ratio:0.751512,time:896186
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.751587,time:896678
hit ratio:0.751667,time:897125
hit ratio:0.751746,time:897580
hit ratio:0.751825,time:898073
hit ratio:0.751904,time:898570
hit ratio:0.751981,time:899053
hit ratio:0.752056,time:899544
hit ratio:0.752135,time:900023
RebStrtgy-pickVAndR...hit ratio:0.752211,time:900495
triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.752286,time:900972
hit ratio:0.752362,time:901466
hit ratio:0.752441,time:901960
hit ratio:0.752515,time:902464
alloc failed. 902721,18446744072262809886,883,9223372036854775807
RebStrtgy-pickVAndR...found class with alloc. failures. class total free memory smaller than threshold 12582912. hold off started w/o triggering strategy specific pickVandRImp. v:19 r:11
hit ratio:0.752587,time:902961
hit ratio:0.75266,time:903454
hit ratio:0.752735,time:903962
hit ratio:0.75281,time:904465
hit ratio:0.752883,time:904937
hit ratio:0.752951,time:905406
hit ratio:0.753018,time:905919
hit ratio:0.753084,time:906451
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.753153,time:906965
hit ratio:0.753222,time:907494
hit ratio:0.753285,time:908036
hit ratio:0.753349,time:908578
hit ratio:0.753411,time:909142
hit ratio:0.753469,time:909727
hit ratio:0.753521,time:910319
hit ratio:0.753575,time:910923
hit ratio:0.753622,time:911590
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.75367,time:912253
hit ratio:0.753716,time:912926
hit ratio:0.753765,time:913599
hit ratio:0.753813,time:914317
hit ratio:0.753863,time:915059
hit ratio:0.753916,time:915845
hit ratio:0.753968,time:916669
hit ratio:0.754022,time:917502
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.754079,time:918345
hit ratio:0.754131,time:919250
hit ratio:0.754185,time:920191
hit ratio:0.754234,time:921202
hit ratio:0.754285,time:922218
hit ratio:0.754339,time:923291
hit ratio:0.754391,time:924411
hit ratio:0.754448,time:925493
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.754503,time:926602
hit ratio:0.754563,time:927705
hit ratio:0.754629,time:928754
hit ratio:0.754687,time:929871
hit ratio:0.75475,time:930877
hit ratio:0.754817,time:931815
hit ratio:0.754878,time:932739
hit ratio:0.75495,time:933623
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.755011,time:934539
hit ratio:0.755082,time:935366
hit ratio:0.755152,time:936168
hit ratio:0.755228,time:936974
hit ratio:0.755297,time:937826
hit ratio:0.75537,time:938607
hit ratio:0.755444,time:939365
hit ratio:0.75549,time:940088
hit ratio:0.755555,time:940768
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.755628,time:941426
hit ratio:0.755656,time:942458
hit ratio:0.755659,time:943708
hit ratio:0.755668,time:944867
hit ratio:0.755653,time:945873
hit ratio:0.755644,time:946855
hit ratio:0.755647,time:947820
RebStrtgy-pickVAndR...hit ratio:0.755647,time:948733
triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.75565,time:949634
hit ratio:0.75566,time:950531
hit ratio:0.755667,time:951406
hit ratio:0.755671,time:952266
hit ratio:0.755677,time:953085
hit ratio:0.755681,time:953919
hit ratio:0.755696,time:954750
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.75571,time:955582
hit ratio:0.755733,time:956384
hit ratio:0.755756,time:957193
hit ratio:0.755773,time:958038
hit ratio:0.755789,time:958870
hit ratio:0.755808,time:959704
hit ratio:0.755828,time:960516
hit ratio:0.755846,time:961342
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.755868,time:962170
hit ratio:0.755891,time:962976
hit ratio:0.755909,time:963771
hit ratio:0.755928,time:964574
hit ratio:0.755948,time:965387
hit ratio:0.755968,time:966199
hit ratio:0.755988,time:967003
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.756007,time:967812
hit ratio:0.756027,time:968639
hit ratio:0.756059,time:969419
hit ratio:0.756092,time:970195
hit ratio:0.756117,time:970995
hit ratio:0.756145,time:971799
hit ratio:0.756174,time:972608
hit ratio:0.756204,time:973400
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.756233,time:974181
hit ratio:0.756263,time:974954
hit ratio:0.756293,time:975727
hit ratio:0.756324,time:976490
hit ratio:0.756356,time:977241
hit ratio:0.756391,time:977985
hit ratio:0.756426,time:978706
hit ratio:0.75646,time:979428
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.756499,time:980139
hit ratio:0.756538,time:980850
hit ratio:0.756579,time:981544
hit ratio:0.756621,time:982233
hit ratio:0.756662,time:982917
hit ratio:0.756702,time:983587
hit ratio:0.756745,time:984237
hit ratio:0.756786,time:984884
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.756828,time:985522
hit ratio:0.756873,time:986148
hit ratio:0.756918,time:986784
hit ratio:0.756967,time:987431
hit ratio:0.757015,time:988077
hit ratio:0.757061,time:988714
hit ratio:0.757107,time:989341
hit ratio:0.757149,time:989967
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.757196,time:990606
hit ratio:0.757241,time:991251
hit ratio:0.757282,time:991907
hit ratio:0.757323,time:992581
hit ratio:0.757366,time:993264
hit ratio:0.757407,time:993976
hit ratio:0.757448,time:994706
hit ratio:0.757481,time:995446
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.757518,time:996204
hit ratio:0.757551,time:997030
hit ratio:0.757578,time:997893
hit ratio:0.757604,time:998811
hit ratio:0.757626,time:999801
hit ratio:0.757654,time:1000835
hit ratio:0.757676,time:1001990
hit ratio:0.757692,time:1003288
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.757704,time:1004747
hit ratio:0.757692,time:1006384
hit ratio:0.75766,time:1008145
hit ratio:0.75763,time:1010206
hit ratio:0.757595,time:1012803
hit ratio:0.757554,time:1015746
hit ratio:0.757526,time:1018624
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.757515,time:1021135
hit ratio:0.757515,time:1023225
hit ratio:0.757521,time:1024984
hit ratio:0.757538,time:1026556
hit ratio:0.757563,time:1027920
hit ratio:0.757587,time:1029194
hit ratio:0.757612,time:1030412
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.757639,time:1031534
hit ratio:0.757669,time:1032593
hit ratio:0.757695,time:1033620
hit ratio:0.757723,time:1034599
hit ratio:0.757756,time:1035543
hit ratio:0.757789,time:1036459
hit ratio:0.757821,time:1037384
hit ratio:0.75785,time:1038274
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.757881,time:1039156
hit ratio:0.757909,time:1040025
hit ratio:0.757944,time:1040886
hit ratio:0.757975,time:1041726
hit ratio:0.758011,time:1042552
hit ratio:0.75805,time:1043379
hit ratio:0.758089,time:1044246
hit ratio:0.75813,time:1045087
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.758167,time:1045916
hit ratio:0.758204,time:1046740
hit ratio:0.758245,time:1047562
hit ratio:0.758282,time:1048378
hit ratio:0.758319,time:1049180
hit ratio:0.758354,time:1049968
hit ratio:0.758391,time:1050767
hit ratio:0.758428,time:1051591
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.758465,time:1052401
hit ratio:0.758499,time:1053226
hit ratio:0.758532,time:1054050
hit ratio:0.758564,time:1054890
hit ratio:0.758598,time:1055725
hit ratio:0.758633,time:1056559
hit ratio:0.758668,time:1057390
hit ratio:0.758708,time:1058210
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.758746,time:1059006
hit ratio:0.758787,time:1059797
hit ratio:0.758824,time:1060593
hit ratio:0.758866,time:1061377
hit ratio:0.758906,time:1062176
hit ratio:0.758952,time:1062930
hit ratio:0.758999,time:1063661
hit ratio:0.759048,time:1064392
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.759099,time:1065096
hit ratio:0.759143,time:1065774
hit ratio:0.75919,time:1066465
hit ratio:0.759238,time:1067150
hit ratio:0.75929,time:1067816
hit ratio:0.759343,time:1068477
hit ratio:0.759393,time:1069148
hit ratio:0.759443,time:1069808
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.759497,time:1070458
hit ratio:0.759551,time:1071088
hit ratio:0.759601,time:1071700
hit ratio:0.759657,time:1072318
hit ratio:0.759714,time:1072941
hit ratio:0.759774,time:1073554
hit ratio:0.759832,time:1074154
hit ratio:0.75989,time:1074770
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.75995,time:1075368
hit ratio:0.760008,time:1075963
hit ratio:0.760066,time:1076579
hit ratio:0.760123,time:1077197
hit ratio:0.760177,time:1077832
hit ratio:0.760229,time:1078460
hit ratio:0.760281,time:1079106
hit ratio:0.760331,time:1079790
hit ratio:0.760377,time:1080483
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.760418,time:1081185
hit ratio:0.760454,time:1081896
hit ratio:0.760497,time:1082613
hit ratio:0.760544,time:1083343
hit ratio:0.760598,time:1084105
hit ratio:0.760647,time:1084939
hit ratio:0.760676,time:1085972
hit ratio:0.7607,time:1087095
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.760714,time:1088268
hit ratio:0.760734,time:1089456
hit ratio:0.760725,time:1090752
hit ratio:0.76071,time:1092323
hit ratio:0.760693,time:1094123
hit ratio:0.760672,time:1096263
hit ratio:0.760642,time:1098764
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.760581,time:1101296
hit ratio:0.760513,time:1103926
hit ratio:0.760458,time:1106327
hit ratio:0.760423,time:1108509
hit ratio:0.760397,time:1110349
hit ratio:0.76037,time:1111900
hit ratio:0.760341,time:1113302
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.760326,time:1114615
hit ratio:0.760327,time:1115863
hit ratio:0.760334,time:1117021
hit ratio:0.760339,time:1118106
hit ratio:0.760347,time:1119135
hit ratio:0.760358,time:1120136
hit ratio:0.760377,time:1121095
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.760392,time:1122027
hit ratio:0.760409,time:1122951
hit ratio:0.76043,time:1123875
hit ratio:0.760444,time:1124740
hit ratio:0.760463,time:1125622
hit ratio:0.760483,time:1126473
hit ratio:0.760503,time:1127335
hit ratio:0.760525,time:1128219
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.760542,time:1129085
hit ratio:0.760565,time:1129957
hit ratio:0.760586,time:1130837
hit ratio:0.760609,time:1131701
hit ratio:0.760634,time:1132563
hit ratio:0.760655,time:1133415
hit ratio:0.760677,time:1134258
hit ratio:0.760701,time:1135090
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.760726,time:1135911
hit ratio:0.76075,time:1136718
hit ratio:0.760774,time:1137541
hit ratio:0.760798,time:1138371
hit ratio:0.760823,time:1139201
hit ratio:0.760849,time:1140023
hit ratio:0.760874,time:1140862
hit ratio:0.760893,time:1141708
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.760916,time:1142553
hit ratio:0.760943,time:1143378
hit ratio:0.760975,time:1144175
hit ratio:0.760992,time:1144962
hit ratio:0.761016,time:1145745
hit ratio:0.761035,time:1146537
hit ratio:0.761056,time:1147317
hit ratio:0.76108,time:1148105
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.761106,time:1148903
hit ratio:0.761131,time:1149685
hit ratio:0.761154,time:1150476
hit ratio:0.761177,time:1151242
hit ratio:0.761207,time:1151983
hit ratio:0.761237,time:1152722
hit ratio:0.761268,time:1153450
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.761296,time:1154168
hit ratio:0.761327,time:1154863
hit ratio:0.761445,time:1155117
hit ratio:0.761494,time:1155720
hit ratio:0.761525,time:1156398
hit ratio:0.761561,time:1157068
hit ratio:0.761597,time:1157742
hit ratio:0.761637,time:1158407
hit ratio:0.761676,time:1159072
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.761712,time:1159738
hit ratio:0.76175,time:1160404
hit ratio:0.761788,time:1161070
hit ratio:0.761826,time:1161746
hit ratio:0.761864,time:1162406
hit ratio:0.761895,time:1163067
hit ratio:0.761936,time:1163730
hit ratio:0.761973,time:1164414
RebStrtgy-pickVAndR...triggering pickVandRImp.
